xyz	x	y	z	supervoxel_id	root_id	root_side	soma_side	class	type	long_tract_from_manc	soma_location	predicted_nt	predicted_nt_prob	predicted_nt_new	hemibrain_type	hemilineage
(130336, 83018, 5798)	130336	83018	5798	79592204364118833	720575940610906773	L		AN	AN_GNG_119			GLUT	0.54	unk		
(127194, 82930, 5799)	127194	82930	5799	79381098131584303	720575940608729795	L		AN	AN_GNG_VES_7			GABA	0.73	GABA		
(129103, 82911, 5798)	129103	82911	5798	79521835619943305	720575940627560386	L		AN	AN_AVLP_GNG_23			GABA	0.63	GABA		
(130853, 81008, 5798)	130853	81008	5798	79592066925187331	720575940612861077	L		AN	AN_IPS_GNG_7			GABA	0.64	GABA		
(129179, 83626, 5798)	129179	83626	5798	79521904339408183	720575940628962891	L		AN	AN_GNG_69			SER	0.37	unk		
(130022, 76921, 5798)	130022	76921	5798	79591792047280236	720575940629029647	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127859, 82958, 5799)	127859	82958	5799	79381098131575878	720575940617050196	L		AN	AN_GNG_188			GABA	0.65	GABA		
(127850, 83020, 5799)	127850	83020	5799	79381098131605638	720575940630126161	L		AN	AN_GNG_189			GABA	0.62	GABA		
(128286, 83198, 5798)	128286	83198	5798	79451466875767780	720575940623400629	L		AN	AN_GNG_AMMC_3			GABA	0.67	GABA		
(128161, 81369, 5798)	128161	81369	5798	79451329436818639	720575940627313180	L		AN	AN_VES_GNG_3			ACH	0.97	ACH		
(128407, 82362, 5798)	128407	82362	5798	79451398156297772	720575940632786586	L		AN	AN_FLA_VES_1				0	unk		
(126898, 82842, 5799)	126898	82842	5799	79381098131579014	720575940632834911	L		AN	AN_GNG_41			GABA	0.52	unk		
(129555, 83285, 5798)	129555	83285	5798	79521835619943520	720575940633387768	L		AN	AN_GNG_197			GABA	0.45	unk		
(123790, 80044, 5798)	123790	80044	5798	79099416996422892	720575940614997555	L		AN	MsAHN				0	unk		
(130352, 83676, 5798)	130352	83676	5798	79592273083593799	720575940637396851	L		AN	AN_GNG_168			GLUT	0.75	GLUT		
(127999, 82453, 5798)	127999	82453	5798	79451398156295324	720575940611255475	L		AN	AN_AVLP_34			ACH	0.85	ACH		
(130436, 83955, 5798)	130436	83955	5798	79592273083597416	720575940637507645	L		SA	SA_VTV_5	VTV		ACH	0.75	ACH		
(128656, 82295, 5798)	128656	82295	5798	79451398156294055	720575940645704996	L		AN	AN_AVLP_6			ACH	0.92	ACH		
(129351, 82463, 5798)	129351	82463	5798	79521766900463193	720575940623234567	L		AN	AN_AVLP_43			ACH	0.95	ACH		
(127993, 82971, 5799)	127993	82971	5799	79451466875758656	720575940635668622	L		AN	AN_AVLP_32			ACH	0.91	ACH		
(123772, 79659, 5798)	123772	79659	5798	79099416996422744	720575940635591776	L		AN	AN_multi_4			ACH	0.97	ACH		
(126483, 82767, 5799)	126483	82767	5799	79310729387400955	720575940641824200	L		AN	AN_GNG_169			ACH	0.73	ACH		
(129772, 82087, 5798)	129772	82087	5798	79521766900480197	720575940613530093	L		AN	AN_GNG_165			ACH	0.89	ACH		
(129588, 81726, 5798)	129588	81726	5798	79521766900480001	720575940644591668	L		AN	AN_GNG_184				0	unk		
(130698, 80876, 5798)	130698	80876	5798	79592066925174728	720575940605707198	L		AN	AN_AVLP_1			ACH	0.86	ACH		
(129195, 80702, 5798)	129195	80702	5798	79521698180993454	720575940628337511	L		AN	AN_GNG_IPS_8			GLUT	0.55	unk		
(130097, 80024, 5798)	130097	80024	5798	79591998205709779	720575940627200004	L		AN	AN_GNG_83			ACH	0.93	ACH		
(126719, 79486, 5798)	126719	79486	5798	79310454509470038	720575940617816661	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127796, 76344, 5798)	127796	76344	5798	79380617095262953	720575940631542753	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(129125, 80417, 5798)	129125	80417	5798	79521629461492578	720575940628494587	L		SA	SA_DMT_ADMN_10	DMT			0	unk		
(129795, 78436, 5798)	129795	78436	5798	79521492022563197	720575940615401945	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(128451, 81064, 5798)	128451	81064	5798	79451329436821092	720575940604926082	L		SA	SA_DMT_DMetaN_10	DMT			0	unk		
(125373, 79544, 5798)	125373	79544	5798	79240154484801553	720575940637149006	L		AN	AN_GNG_142			ACH	0.99	ACH		
(128747, 81376, 5798)	128747	81376	5798	79451329436816023	720575940633142831	L		AN	AN_GNG_178			GABA	0.48	unk		
(125108, 78898, 5798)	125108	78898	5798	79240085765328936	720575940630384927	L		SA	SA_DMT_DMetaN_12	DMT		ACH	0.45	unk		
(124563, 79625, 5798)	124563	79625	5798	79169785740612640	720575940621481450	L		AN	GNG_unmatched				0	unk		
(127924, 80997, 5798)	127924	80997	5798	79451329436812077	720575940622328328	L		SA	SA_DMT_ADMN_8	DMT			0	unk		
(124559, 77933, 5798)	124559	77933	5798	79169648301667263	720575940616813947	L		AN	AN_GNG_175			SER	0.49	unk		
(123810, 76324, 5798)	123810	76324	5798	79099142118519269	720575940622109769	L		AN	AN_GNG_132			GLUT	0.5	unk		
(126177, 79930, 5798)	126177	79930	5798	79310523228973943	720575940612066223	L		AN	AN_SPS_IPS_2				0	unk		
(129658, 77670, 5798)	129658	77670	5798	79521492022561571	720575940630914733	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(126527, 79955, 5798)	126527	79955	5798	79310523228972746	720575940640141965	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127244, 79337, 5798)	127244	79337	5798	79380823253677041	720575940624604547	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127005, 76079, 5798)	127005	76079	5798	79380617095266370	720575940609157074	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127180, 80492, 5798)	127180	80492	5798	79380891973136114	720575940605244704	L		SA	SA_DMT_ADMN_11	DMT			0	unk		
(126799, 80474, 5798)	126799	80474	5798	79310523228981116	720575940620807437	L		AN	AN_GNG_IPS_16			ACH	0.75	ACH		
(124064, 77462, 5798)	124064	77462	5798	79169648301659813	720575940632781722	L		AN	GNG_unmatched			ACH	0.57	unk		
(130361, 76902, 5798)	130361	76902	5798	79591792047270696	720575940635901274	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(131717, 78159, 5798)	131717	78159	5798	79662229510931750	720575940629292842	L		AN	AN_GNG_204				0	unk		
(131419, 79221, 5798)	131419	79221	5798	79662298230405272	720575940612294311	L		AN	AN_GNG_90				0	unk		
(126559, 82712, 5799)	126559	82712	5799	79310729387392646	720575940630137425	L		AN	AN_GNG_27				0	unk		
(126330, 82548, 5799)	126330	82548	5799	79310660667926712	720575940623210445	L		AN	AN_GNG_21			ACH	0.96	ACH		
(127304, 83418, 5799)	127304	83418	5799	79381098131580419	720575940624871710	L		AN	AN_AVLP_4			ACH	0.81	ACH		
(129066, 82529, 5798)	129066	82529	5798	79521766900465428	720575940623801034	L		SA	SA_DLV	DLV		ACH	0.51	unk		
(129306, 84076, 5798)	129306	84076	5798	79521904339408428	720575940614418794	L		AN	AN_GNG_70			SER	0.81	other		
(126824, 77490, 5798)	126824	77490	5798	79310385790033120	720575940615515537	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(126662, 77858, 5798)	126662	77858	5798	79310385790033505	720575940605057922	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(128338, 77364, 5798)	128338	77364	5798	79451054558903265	720575940627585730	L		SA	SA_DMT_DMetaN_12	DMT		ACH	0.69	ACH		
(126943, 79334, 5798)	126943	79334	5798	79380823253680585	720575940618705902	L		SA	SA_DMT_DMetaN_11	DMT			0	unk		
(128335, 85571, 5382)	128335	85571	5382	79451604247770438	720575940627022824	L		AN	AN_AVLP_52			GABA	0.8	GABA		
(128779, 85700, 5382)	128779	85700	5382	79451672967240824	720575940613497395	L		AN	AN_GNG_SAD_3			GABA	0.59	unk		
(128288, 85654, 5382)	128288	85654	5382	79451672967232660	720575940635047068	L		AN	AN_AVLP_GNG_22			ACH	0.73	ACH		
(128944, 72999, 5798)	128944	72999	5798	79521148424951732	720575940623700661	L		AN	AN_GNG_54			ACH	0.73	ACH		
(130368, 83233, 5798)	130368	83233	5798	79592204364122259	720575940640934363	L		AN	AN_AVLP_GNG_8			ACH	0.89	ACH		
(129134, 73766, 5793)	129134	73766	5793	79521217144522842	720575940612137895	L		AN	GNG_unmatched				0	unk		
(126634, 77910, 5798)	126634	77910	5798	79310385790026819	720575940612824170	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(128019, 78612, 5798)	128019	78612	5798	79451191997866244	720575940632676833	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(126719, 78908, 5798)	126719	78908	5798	79310454509501455	720575940615772706	L		SA	SA_DMT_DMetaN_12	DMT			0	unk		
(126936, 78823, 5798)	126936	78823	5798	79380823253679090	720575940621568490	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(126651, 82751, 5799)	126651	82751	5799	79310729387400943	720575940655014049	L		AN	AN_GNG_30			ACH	0.93	ACH		
(124209, 84931, 5411)	124209	84931	5411	79170129271093354	720575940631922489	L		AN	AN_GNG_162			ACH	0.77	ACH		
(124808, 84272, 5418)	124808	84272	5418	79170060551631165	720575940633302995	L		AN	AN_GNG_162			ACH	0.87	ACH		
(124279, 85519, 5368)	124279	85519	5368	79170129271047139	720575940619114918	L		AN	AN_GNG_5				0	unk		
(124262, 85382, 5368)	124262	85382	5368	79170129271038440	720575940623564435	L		AN	AN_GNG_131			ACH	0.62	ACH		
(126687, 82680, 5799)	126687	82680	5799	79310729387397022	720575940622714004	L		AN	AN_GNG_133			GABA	0.69	GABA		
(127233, 77868, 5798)	127233	77868	5798	79380754534211688	720575940619193264	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127994, 78720, 5798)	127994	78720	5798	79451191997858686	720575940619617919	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(129726, 81445, 5798)	129726	81445	5798	79521698180994960	720575940620492246	L		AN	AN_GNG_186			ACH	0.81	ACH		
(130550, 84231, 5798)	130550	84231	5798	79592273083594105	720575940623696362	L		AN	AN_GNG_PRW_1			GABA	0.74	GABA		
(129860, 84135, 5799)	129860	84135	5799	79521904339408484	720575940626035556	L		doubleseed				ACH	0.73	ACH		
(131228, 79351, 5798)	131228	79351	5798	79662298230401360	720575940632647725	L		AN	AN_FLA_SMP_1				0	unk		
(131167, 76959, 5798)	131167	76959	5798	79662160791458917	720575940610935062	L		AN	GNG_unmatched			GLUT	0.81	GLUT		
(126475, 82621, 5799)	126475	82621	5799	79310729387399997	720575940626545410	L		AN	AN_GNG_IPS_6			ACH	0.74	ACH		
(129136, 73591, 5793)	129136	73591	5793	79521217144521683	720575940628335611	L		AN	GNG_unmatched				0	unk		
(124704, 79434, 5798)	124704	79434	5798	79169717021133724	720575940631769058	L		AN	AN_GNG_3			ACH	0.79	ACH		
(130968, 79307, 5798)	130968	79307	5798	79591929486220085	720575940628505039	L		AN	AN_VES_GNG_4			GLUT	0.83	GLUT		
(127194, 79280, 5798)	127194	79280	5798	79380823253678216	720575940632807263	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(128784, 81195, 5798)	128784	81195	5798	79451329436812179	720575940620095356	L		AN	AN_GNG_179			ACH	0.92	ACH		
(129512, 82547, 5798)	129512	82547	5798	79521766900479536	720575940643142560	L		AN	AN_AVLP_16			ACH	0.93	ACH		
(129595, 80151, 5798)	129595	80151	5798	79521629461522926	720575940633705560	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(128594, 83714, 5798)	128594	83714	5798	79451535595224673	720575940644376355	L		AN	AN_GNG_WED_2			ACH	0.86	ACH		
(129832, 78022, 5798)	129832	78022	5798	79521492022558238	720575940637470627	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(126204, 74143, 5798)	126204	74143	5798	79310110912035591	720575940639152117	L		AN	GNG_unmatched				0	unk		
(129927, 79990, 5798)	129927	79990	5798	79521629461502331	720575940638909429	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127458, 78727, 5798)	127458	78727	5798	79380823253685901	720575940603776702	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(131667, 76399, 5798)	131667	76399	5798	79662092071979162	720575940614736699	L		AN	GNG_unmatched				0	unk		
(130781, 81843, 5798)	130781	81843	5798	79592135644656335	720575940611937967	L		AN	GNG_unmatched				0	unk		
(129965, 77752, 5798)	129965	77752	5798	79521492022559328	720575940612755050	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(129796, 76555, 5798)	129796	76555	5798	79521423303087263	720575940637005390	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(129686, 75695, 5798)	129686	75695	5798	79521354583609672	720575940626393104	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(129466, 79410, 5798)	129466	79410	5798	79521560742040030	720575940611510765	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(128848, 74914, 5798)	128848	74914	5798	79450917119963600	720575940618092965	L		AN	AN_GNG_124				0	unk		
(127357, 79965, 5798)	127357	79965	5798	79380891973160919	720575940625431122	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(125850, 76878, 5798)	125850	76878	5798	79239948326376050	720575940613684274	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127486, 79992, 5798)	127486	79992	5798	79380891973152965	720575940626426654	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127209, 77993, 5798)	127209	77993	5798	79380754534207418	720575940614721110	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(128122, 77329, 5798)	128122	77329	5798	79451054558908067	720575940630839213	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(128118, 78212, 5798)	128118	78212	5798	79451123278379937	720575940603605024	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(126970, 77358, 5798)	126970	77358	5798	79380685814724595	720575940613137375	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127320, 76688, 5798)	127320	76688	5798	79380685814730289	720575940625771780	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(125554, 78262, 5798)	125554	78262	5798	79240017045850839	720575940627588602	L		SA	SA_DMT_DMetaN_12	DMT			0	unk		
(129497, 80271, 5798)	129497	80271	5798	79521629461522963	720575940619904380	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(128973, 80391, 5798)	128973	80391	5798	79521629461509821	720575940639166197	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(128372, 78271, 5798)	128372	78271	5798	79451123278384457	720575940625175059	L		SA	SA_DMT_DMetaN_unmatched	DMT		ACH	0.74	ACH		
(130138, 79149, 5798)	130138	79149	5798	79591929486221322	720575940625653391	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127479, 79241, 5798)	127479	79241	5798	79380823253678212	720575940619543120	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127933, 77837, 5798)	127933	77837	5798	79451123278385352	720575940644648244	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(124880, 78126, 5798)	124880	78126	5798	79240017045865717	720575940616925819	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(125588, 78373, 5798)	125588	78373	5798	79240017045849808	720575940633807215	L		SA	SA_DMT_DMetaN_12	DMT			0	unk		
(126541, 78344, 5798)	126541	78344	5798	79310385790027048	720575940624049338	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(125133, 79134, 5798)	125133	79134	5798	79240085765332868	720575940626668443	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(128724, 77657, 5798)	128724	77657	5798	79451123278384069	720575940627149415	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(125134, 78214, 5798)	125134	78214	5798	79240017045857983	720575940618424235	L		SA	SA_DMT_DMetaN_unmatched	DMT		ACH	0.56	unk		
(124965, 78238, 5798)	124965	78238	5798	79240017045860292	720575940614413685	L		SA	SA_DMT_DMetaN_12	DMT			0	unk		
(126846, 79423, 5798)	126846	79423	5798	79310454509480108	720575940602953388	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(128563, 78108, 5798)	128563	78108	5798	79451123278384376	720575940610376658	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127244, 77177, 5798)	127244	77177	5798	79380685814727472	720575940621445779	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127712, 78974, 5798)	127712	78974	5798	79380823253682653	720575940621494561	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127912, 78129, 5798)	127912	78129	5798	79380754534196628	720575940630846125	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(131643, 76602, 5798)	131643	76602	5798	79662160791462005	720575940628209801	L		AN	AN_multi_124				0	unk		
(123926, 79985, 5620)	123926	79985	5620	79169785673958024	720575940627368079	L		AN	AN_multi_128			ACH	0.81	ACH		
(130527, 83024, 5798)	130527	83024	5798	79592204364127635	720575940619679471	L		AN	AN_GNG_191			ACH	0.89	ACH		
(132283, 79459, 5798)	132283	79459	5798	79732666974565558	720575940623606857	R		AN	AN_IPS_GNG_7			GABA	0.66	GABA		
(132669, 82531, 5798)	132669	82531	5798	79732873133025060	720575940614595643	R		AN	AN_GNG_SAD_20			SER	0.78	other		
(134550, 84286, 5798)	134550	84286	5798	79873748060330284	720575940603801056	R		AN	AN_GNG_AMMC_3			GABA	0.74	GABA		
(132825, 83333, 5798)	132825	83333	5798	79732941852492901	720575940638985050	R		AN	AN_GNG_97			ACH	0.79	ACH		
(137715, 81971, 5798)	137715	81971	5798	80084716853901611	720575940611772914	R		AN	AN_IPS_LAL_1			ACH	0.9	ACH		
(136452, 81181, 5798)	136452	81181	5798	80014279390237703	720575940627404154	R		SA	SA_DMT_ADMN_2	DMT		ACH	0.74	ACH		
(134973, 82910, 5798)	134973	82910	5798	79873679340847056	720575940626623387	R		AN	GNG_unmatched			ACH	0.78	ACH		
(132760, 82036, 5798)	132760	82036	5798	79732873133021255	720575940626252163	R		AN	AN_GNG_SAD_18				0	unk		
(132048, 77601, 5798)	132048	77601	5798	79732598255098624	720575940628991051	R		AN	AN_FLA_GNG_1			GLUT	0.46	unk		
(132259, 77684, 5798)	132259	77684	5798	79732598255106718	720575940626750723	R		AN	AN_FLA_PRW_2				0	unk		
(132249, 76708, 5798)	132249	76708	5798	79732529535640001	720575940620718472	R		AN	AN_multi_75			GLUT	0.4	unk		
(134646, 77704, 5798)	134646	77704	5798	79873335743467926	720575940637374323	R		AN	GNG_unmatched			GLUT	0.75	GLUT		
(132910, 78945, 5798)	132910	78945	5798	79732666974578479	720575940638396998	R		AN	AN_FLA_SMP_2			SER	0.6	unk		
(135225, 80236, 5798)	135225	80236	5798	79943841926582373	720575940623933626	R		SA	SA_DMT_DMetaN_10	DMT		GLUT	0.63	GLUT		
(133801, 80148, 5798)	133801	80148	5798	79803104438244447	720575940611061038	R		AN	AN_VES_WED_3			ACH	0.93	ACH		
(135011, 83256, 5798)	135011	83256	5798	79873679340843159	720575940620928647	R		AN	AN_AVLP_SAD_1			ACH	0.87	ACH		
(134579, 82995, 5798)	134579	82995	5798	79873679340851299	720575940617291421	R		AN	AN_GNG_166			ACH	0.71	ACH		
(135343, 83366, 5798)	135343	83366	5798	79944048085019962	720575940618855883	R		AN	AN_AVLP_36			ACH	0.88	ACH		
(135209, 83062, 5798)	135209	83062	5798	79944048085022402	720575940625140755	R		AN	AN_AVLP_51			ACH	0.62	ACH		
(135351, 83168, 5798)	135351	83168	5798	79944048085025282	720575940651808758	R		AN	AN_AVLP_29			ACH	0.93	ACH		
(134311, 81922, 5798)	134311	81922	5798	79873610621382129	720575940626626949	R		AN	GNG_unmatched			SER	0.7	other		
(134254, 81917, 5798)	134254	81917	5798	79873610621379566	720575940634814832	R		AN	AN_GNG_187			ACH	0.71	ACH		
(139390, 79300, 5798)	139390	79300	5798	80225248183818423	720575940607434564	R		AN	AN_GNG_IPS_20			ACH	0.66	ACH		
(133364, 83816, 5798)	133364	83816	5798	79803379316145609	720575940619206772	R		AN	AN_GNG_118			ACH	0.78	ACH		
(135655, 84008, 5798)	135655	84008	5798	79944116804501498	720575940639843035	R		AN	AN_multi_16			ACH	0.83	ACH		
(138239, 81844, 5798)	138239	81844	5798	80155085598072278	720575940607561540	R		AN	AN_SPS_IPS_2			ACH	0.95	ACH		
(134189, 81694, 5798)	134189	81694	5798	79873610621378186	720575940624728504	R		AN	AN_GNG_SAD_32			ACH	0.93	ACH		
(138330, 81551, 5798)	138330	81551	5798	80155085598070758	720575940630307639	R		AN	AN_GNG_175			ACH	0.74	ACH		
(135720, 83101, 5798)	135720	83101	5798	79944048085017327	720575940607606852	R		AN	AN_AVLP_43			ACH	0.85	ACH		
(133675, 77183, 5798)	133675	77183	5798	79802898279820241	720575940633119149	R		AN	AN_GNG_77			SER	0.44	unk		
(137231, 84289, 5798)	137231	84289	5798	80084854292846490	720575940609311586	R		AN	AN_GNG_22			ACH	0.88	ACH		
(139404, 79755, 5798)	139404	79755	5798	80225316903319352	720575940629745022	R		AN	AN_GNG_6			ACH	0.63	ACH		
(134493, 82824, 5798)	134493	82824	5798	79873679340845658	720575940608269102	R		AN	AN_GNG_92			ACH	0.94	ACH		
(134729, 79159, 5798)	134729	79159	5798	79873404462927838	720575940657611393	R		SA	SA_DMT_DMetaN_unmatched	DMT		GABA	0.68	GABA		
(133177, 77172, 5798)	133177	77172	5798	79802898279808501	720575940642875080	R		AN	AN_multi_39			GABA	0.67	GABA		
(134565, 77139, 5798)	134565	77139	5798	79873267024002916	720575940615211195	R		AN	AN_SPS_IPS_5			ACH	0.86	ACH		
(133454, 81907, 5798)	133454	81907	5798	79803241877201836	720575940634525792	R		AN	AN_multi_88			ACH	0.72	ACH		
(134089, 82312, 5798)	134089	82312	5798	79873610621381131	720575940606913202	R		AN	AN_GNG_SAD_8			ACH	0.72	ACH		
(134786, 77052, 5798)	134786	77052	5798	79873267024020923	720575940633778551	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(133909, 81823, 5798)	133909	81823	5798	79803241877201790	720575940622947475	R		AN	AN_GNG_164				0	unk		
(134580, 82815, 5798)	134580	82815	5798	79873679340847000	720575940630173689	R		AN	AN_GNG_SAD_unmatched			SER	0.56	unk		
(133619, 84651, 5798)	133619	84651	5798	79803448035589350	720575940624954185	R		AN	AN_GNG_66			GLUT	0.34	unk		
(134809, 80843, 5798)	134809	80843	5798	79873541901892102	720575940631183330	R		AN	AN_multi_109			ACH	0.69	ACH		
(134194, 81803, 5798)	134194	81803	5798	79873610621378283	720575940627684614	R		AN	AN_GNG_182			ACH	0.87	ACH		
(134493, 82083, 5798)	134493	82083	5798	79873610621382255	720575940629321734	R		AN	GNG_unmatched			ACH	0.62	ACH		
